content,hotel,stars,title
"Estimado cliente, Muchas gracias por su opinión en TripAdvisor y por sus agradables palabras. Nos alegramos de que su estancia fuera tan satisfactoria y que le resultaran de interés las recomendaciones dadas por nuestro equipo de recepción. Será para nosotros un placer volverlo a ver cuando visite de nuevo Granada, Saludos cordiales.",Hotel Anacapri,4 de 5 burbujas,Muy bien situado en pleno centro de la ciudad y excelente trato por parte de todo el personal.
"Estimados clientes, Gracias por sus buenos comentarios, pero tiene que entender que en los hoteles hay habitaciones que dan al exterior o al interior. la próxima vez que vuelva, puede solicitar que la habitación de al exterior. Referente al WIFI, lo miraremos ya que puede ser algún fallo de conexión.",Hotel Anacapri,4 de 5 burbujas,Vacaciones
"Estimados Sra Lupita,",Hotel Anacapri,4 de 5 burbujas,Céntrico.Bien ubicado 
Se trata de un hotel chico pero tiene unas vistas impresionantes!!!!!!!,Hotel Arabeluj,"3,5 de 5 burbujas",Menuda Sorpresa!!!!!
"Limpio, vistas estupendas, tranquilo y servicio muy amable.",Hotel Arabeluj,"3,5 de 5 burbujas",Excelente hotel!
"Hotel acogedor. Bonitas vistas aunque la Alhambra no se ve desde el hotel pero está justo detrás. Los de recepción son muy amables y te aconsejan muy bien. Teníamos el desayuno incluido, no es gran cosa pero son muy serviciales.",Hotel Arabeluj,"3,5 de 5 burbujas",Espectacular
Las vistas son impresionantes y además esta muy cerca de la Alhambra.,Hotel Arabeluj,"3,5 de 5 burbujas",Fenomenal
"Nos hemos alojado una noche en este hotel. Las vistas son espectaculares. Está a 20 min andando del centro pero hay autobuses al lado que pasan cada 5 minutos. La habitación muy cuca. La ducha un poco compleja. La atención muy correcta y muchas indicaciones para visitar. Sin duda volveremos, muy contentos con la experiencia",Hotel Arabeluj,"3,5 de 5 burbujas",Original
"Estuvimos miércoles y jueves santo, en el apartamento de la 1@ planta. Ubicación excepcional e inmejorable en la plaza de catedral, por donde pasaban todas las procesiones. La habitación amplia, limpia y bien decorada, sin ostentaciones. Nada de ruidos. El señor José Luis de la recepción un gran profesional. Inolvidable estancia. Disfrutamos mucho de la ciudad. Para repetir!",Casa de la Catedral,4 de 5 burbujas,Muy buena ubicaciòn.
Muchas gracias por dedicar tu tiempo a escribirnos unas palabras.,Casa de la Catedral,4 de 5 burbujas,Bonito hotel 
Muchas gracias por ofrecer tu tiempo a dedicarnos unas palabras.,Casa de la Catedral,4 de 5 burbujas,acogedor y excelente ubicacion
"Ya hemos actualizado todos nuestros perfiles, y podrás encontrarnos como Casa de la Catedral.",Casa de la Catedral,4 de 5 burbujas,Muy buena ubicación
"La estancia ha sido excelente salvo por la tv y el Wifi. Ambos no iban del todo bien dentro de la habitación. Si no es lo que más interesa es muy recomendable. Era una cuestión de ubicación, seguramente si se especifica puedan ofrecer una habitación donde estos servicios sean óptimos.",Villa Oniria,"3,5 de 5 burbujas",Perfecto
"Estimado PabloPerez32,",Villa Oniria,"3,5 de 5 burbujas",Necesita mejorar
"Estimado mauricc,",Villa Oniria,"3,5 de 5 burbujas",Muy recomendable
Precioso hotel en El Centro de Granada.,Villa Oniria,"3,5 de 5 burbujas",Relajación y cura de estrés
"Hola, ",Casa de la Catedral,4 de 5 burbujas,Hotel con encanto pero ruidoso
"Hotel muy bien ubicado, un poco escondido y sin buenas vistas de la ciudad . El trato del personal, no esta a la altura de lo esperado. Calle complicada para acceder con el vehículo y descargar el equipaje.",Villa Oniria,"3,5 de 5 burbujas",Tv y Wifi
"Hola, ",Casa de la Catedral,4 de 5 burbujas,Como en casa !
En mi opinión este hotel esta genial. Calidad- precio estupendo. El trato del personal es muy bueno y las instalaciones geniales. Todo nuevo y bien equipado. Las camas son muy cómodas y al contrario de lo que leímos en otros comentarios las habitaciones son espaciosas. Las vistas desde la terraza y las habitaciones no tiene  precio y la tranquilidad y paz de este lugar lo convierte en un sitio perfecto para desconectar y descansar. La única pega que tiene es que esta a las afueras y debido a que el ayuntamiento de granada a prohibido circular por gran parte del centro y otras calles concurridas hace indispensable el uso del trasporte publico y eso es un poco fastidio a la hora de volver al hotel sobre todo por la noche que los autobuses  dejan de pasar sobre las 10 de la noche. Por todo lo demás es un hotel genial donde volvería a repetir visita sin duda.   ,Hotel Arabeluj,"3,5 de 5 burbujas",Vistas Increíbles de Granada
"Honestamente, no vamos a volver. Creo que el fuerte del hotel es su limpieza y sus vistas, pero no compensan sus defectos. Para empezar, el hotel se encuentra mal situado, solo cerca de la Alhambra, pero lejos del resto de la parte turística. Además, si no cuentas con coche, es horrible subir las cuestas que hay hasta llegar al hotel... El personal, además, no ayuda mucho:encargamos comida, y como nuestra estancia coincidió con la vuelta ciclista, no nos la pudieron traer...hasta ahí nada raro si no fuera porque nos avisaron 1h30min despues de haberla pedido (no es su trabajo enterarse de esas cosas??). Y así todo... Escuchar al recepcionista decir por teléfono ""p*** m*****"" mientras nos daba la clave del wi-fi nos dejó alucinados. Cada vez que llamábamos a recepción, parecía que les molestaba ayudar a sus clientes.",Hotel Arabeluj,"3,5 de 5 burbujas",Genial precio-calidad
"Acabo de salir del hotel y me ha parecido increíble. Muy bien cuidado, muy limpio y el personal muy atento.",Hotel Arabeluj,"3,5 de 5 burbujas",Muy buen sitio!
"Pasamos dos noches inolvidables en el Hotel Arabeluj, la primera en la habitación doble superior y segunda en la Suite Junior, empezaré por lo que quizás se podría mejorar, la habitación doble superior tenía el dispensador del jabón roto, y la ducha no tenía cortinilla ni mampara por lo cuál el baño quedaba hecho un cristo si no te duchabas con cuidado, respecto a la Suite las tumbonas de la terraza pequeña estaban un poco sucias, quizás por el hecho de estar todo el día al aire libre. Ahora vamos con lo bueno, las vista de ambas eran increíbles te podías quedar un buen rato mirando cada detalle de la ciudad, una autentica pasada para desconectar y admirar Granada. (Las fotos te salen geniales ;D) Además la Suite te permitía admirar estas vistas tumbado cómodamente o desayunando gracias a su terraza principal. La decoración del hotel era bastante bonita con cuadros muy curiosos. El comedor muy cómodo, bien decorado y una vez más las vistas para enamorarte. Por último el servicio nos pareció muy bueno, tuvimos un problema con la reserva y pudimos solucionarlo fácilmente, el personal atento y muy simpáticos, destacar que el día de visita a la Alhambra nos sirvieron el desayuno a las 7:30 a pesar de que la cafetería abría más tarde. Un diez para ellos. En resumen, no es un hotel que este en el centro (tardas unos diez minutos andando) sin embargo ganas en tranquilidad, se duerme estupendamente y sobre todo las vistas enamoran. Recomendable cien por cien.",Hotel Arabeluj,"3,5 de 5 burbujas","Fantástico, es un hotel con mucho encanto"
"Muy buenas vistas a ciudad, cerca del Alhambra, los habitaciones bastante buenos para precio que cuestan, las camas comodas, el servicio de hotel muy simpatico. Estamos muy contentos de una noche en este hostel. ",Hotel Arabeluj,"3,5 de 5 burbujas",Limpieza y panorama
"Se trata de un hotel céntrico, con un pequeño jardín y a pocos metros de las principales calles. El check in perfecto, aunque no recibimos ayuda con las maletas. El hotel es muy acogedor, con unas habitaciones modernas y bien equipadas. Tiene un pequeño spa y cafetería. Lo que no es aceptable es el caos que se organizó en el desayuno, la única camarera que había dando el servicio estaba desbordada y no era capaz de atender correctamente las mesas. En algunos momentos faltaban tazas, cubiertos, zumo, café, leche, etc.",Villa Oniria,"3,5 de 5 burbujas",Increíble hotel
"Nos alojamos en estos estudios en Diciembre de 2013 durante 3 noches y 4 días. La ubicación de los apartamentos eran inmejorables ya que estaban en pleno centro de Granada, y nos dieron una habitación con vistas a la catedral, todo un lujo. La habitación estaba bastante bien, cama doble y cómoda. Con respecto a la cocina del estudio tan solo ofrece un microondas y fregadero pero ya sabíamos de ellos y pudimos adaptarnos perfectamente para desayunar como para hacer algunas comidas sencillas precocinadas o ensaladas. El servicio de limpieza era estupendo, es más uno de los días salimos hacia Sierra Nevada muy temprano y dejamos la habitación bastante desordenada, vajilla sin fregar, ropa por medio, etc y a la llegada al estudio nos encontramos con la grata sorpresa de que estaba todo totalmente recogido e incluso nos doblaron ropa y los pijamas nos lo colocaron en la almohada, un gran detalle por parte del servicio de limpieza. Estos estudios no disponen de recepción propia, la recepción que regenta dichos estudios son los del hotel Reina Cristina que se encuentra a menos de 3 minutos a pie del edificio. Por poner alguna pega, decir que el acceso en coche es algo complicado hacia el Reina Cristina ya que Granada cuenta con gran cantidad de calles peatonales a las cuales no se puede tener acceso en coche. ",Casa de la Catedral,4 de 5 burbujas,Perfecto!
"Excelente hotel tanto por trato como por la decoración, moderno hotel que hace que la estancia en granada sea especial.",Villa Oniria,"3,5 de 5 burbujas",Bonito hotel y muy centrico
"Bonito hotel en pleno centro en zona muy comoda ya que se encuentra en la zona de tiendas muy cercano a la calle Navas,con zona de terraza muy agradable, habitación amplia y cómoda, podría mejorar el desayuno aunque no estaba mal. El spa es muy pequeño ",Villa Oniria,"3,5 de 5 burbujas",Magnífico Hotel en Granada
"son una especie de habitación-apartamento con su cocina y con vistas a la plaza de detrás de la catedral, es un sitio tranquilo y en pleno centro de Granada, cama de matrimonio cómoda, baño no muy amplio, y habitación normal, pero acogedora. Personalmente la relación calidad precio, que fueron 40 euros la noche en el mes de febrero estaba muy bien, tiendas al lado.",Casa de la Catedral,4 de 5 burbujas,Buena situación
"El Hotel está situado en pleno centro de Granada. Nada más entrar al complejo, hay un ambiente especial, una iluminación cuidada y un Hall precioso. El personal de recepción es muy amable y servicial. La habitación tiene todo lo necesario, es muy cómoda, con amenities, ducha separada del inodoro, escritorio, sofá, armarios, TV, varios enchufes y las camas y almohadas muy cómodas. Tiene parking y el desayuno es muy completo. En conjunto, es un hotel boutique que refleja el encanto de Granada. Repetiré cuando vuelva a esta maravillosa ciudad.",Villa Oniria,"3,5 de 5 burbujas",Un hotel con encanto! 
"Bonito hotel para hospedarse, muy elegante, tranquilo y céntrico.",Villa Oniria,"3,5 de 5 burbujas",Recomendable 
"Estuve unos días por la cuidad de Granada y no me podía privar de conocer  la hermosa catedral, fue así que llegue a la Suites Catedral en donde me encontré con un acogedor lugar ya que es  pequeña pero muy bien equipada ademas de ser una sitio muy tranquilo y agradable a la vista.,La cocina es pequeña pero tiene todo lo necesario,cocina,microondas,heladera,aire acondicionado al igual que Toalet .Cerca hay  una hermosa plaza ideal para tomar una lindo descanso.La ubicación me pareció excelente y el hotel muy bueno para pasar unos días",Casa de la Catedral,4 de 5 burbujas,Inmejorable situación y magnífica relación calidad/precio
"Tengo opiniones buenas y malas, para empezar, no sé que le costó a mí pareja porque fue un regalo, pero si que es cierto que él se desilusionó un poco.",Hotel Arabeluj,"3,5 de 5 burbujas",No volveré! !!
"Alquilamos tres parejas tres habitaciones en estos apartamentos. La situación es inmejorable, mi balcón daba a la catedral pero a excepción de la habitación que me dieron a mi ( hab 12) las otras eran pésimas, la 11 con una cama insufrible , la 21 de dimensiones ridículas.",Casa de la Catedral,4 de 5 burbujas,Un Lindo momento
"Lo bueno que tiene unas vistas en el comedor espectacular, donde se ve toda granada.",Hotel Arabeluj,"3,5 de 5 burbujas",No vamos a volver
"Estancia de una noche mediante cupón descuento, el trato del personal excelente desde la recepción hasta la salida, muy amables y atentos en todo momento. El hotel pequeño pero muy bonito y acogedor, la habitación muy amplia y con unas vistas geniales de la ciudad. La terraza en la que sirve el desayuno también amplia y con buenas vistas. El hotel a pesar de estar a 15 min andando esta bien comunicado con una linea de autobús justo a la puerta y otra a pocos metros de distancia, ambas lineas conectan con el centro en pocos minutos. Sin duda un hotel recomendable y para repetir.",Hotel Arabeluj,"3,5 de 5 burbujas",Cúmulo de despropósitos
"Estimados clientes, Agradecemos mucho su confianza al habernos elegido para pasar unos días en Granada. Nos complace que hayan disfrutado de nuestra situación en pleno centro de la ciudad, nuestras instalaciones y la atención del personal. ¡¡ Les esperamos muy pronto ¡¡",Hotel Anacapri,4 de 5 burbujas,Cálida/precio genial
Agradable ..vistas bonitas! !,Hotel Arabeluj,"3,5 de 5 burbujas","Buena vista, pero.."
Gracias por reservar su estancia con nosotros. Trabajamos duro para satisfacer a nuestros clientes. Su opinión es muy importante para nosotros.,Hotel Anacapri,4 de 5 burbujas,Hotel centrico
En todo momento nos sentimos como en casa  la habitación una suit inmejorable con todos los detalles limpia y confortable el trato del personal de recepción  muy bueno el spa pequeñito pero el masaje que nos dio MARINA espectacular ,Villa Oniria,"3,5 de 5 burbujas",Hotel centrico y recomendable!!!
